P1,P2,Pi,C1,C2,Ci
9099,9960,39,9099,9960,40
8068,9960,39,8068,9960,40
4031,1278,39,4031,1278,40
6663,9292,39,6663,9292,40
6663,1259,39,6663,1259,40
9518,5059,39,9518,5059,40
8890,1278,39,8890,1278,40
2186,8927,39,2186,8927,40
9152,120,39,9152,120,40
9178,5059,39,9178,5059,40
468,1278,39,468,1278,40
468,9433,39,468,9433,40
9152,8995,39,9152,8995,40
9152,8973,39,9152,8973,40
6334,9433,39,6334,9433,40
9512,8927,39,9512,8927,40
9152,9492,39,9152,9492,40
468,8927,39,468,8927,40
2616,1256,39,2616,1256,40
6334,5059,39,6334,5059,40
9518,8927,39,9518,8927,40
2186,9960,39,2186,9960,40
9152,7635,39,9152,7635,40
9152,8936,39,9152,8936,40
8775,8927,39,8775,8927,40
9152,8927,39,9152,8927,40
9117,5059,39,9117,5059,40
1892,8927,39,1892,8927,40
468,9953,39,468,9953,40
468,9492,39,468,9492,40
9152,2359,39,9152,2359,40
9518,9433,39,9518,9433,40
6663,1278,39,6663,1278,40
9167,9492,39,9167,9492,40
9152,8810,40,9152,8810,41
9099,1278,40,9099,1278,41
6663,8936,40,6663,8936,41
9650,9433,40,9650,9433,41
9650,1259,40,9650,1259,41
4031,8936,40,4031,8936,41
2186,1259,40,2186,1259,41
9152,5059,40,9152,5059,41
9152,9438,40,9152,9438,41
4031,9433,40,4031,9433,41
8068,9433,40,8068,9433,41
9117,8995,40,9117,8995,41
6334,8927,40,6334,8927,41
9152,1278,40,9152,1278,41
9650,9292,40,9650,9292,41
9152,1239,40,9152,1239,41
9099,9953,40,9099,9953,41
1892,9433,40,1892,9433,41
4031,8927,40,4031,8927,41
9117,1278,40,9117,1278,41
9117,9960,40,9117,9960,41
9512,1278,40,9512,1278,41
9167,1278,40,9167,1278,41
9167,1259,40,9167,1259,41
2186,8936,40,2186,8936,41
9152,9960,40,9152,9960,41
9099,9433,40,9099,9433,41
9099,5059,40,9099,5059,41
9178,8927,40,9178,8927,41
8068,1278,40,8068,1278,41
2186,1278,40,2186,1278,41
9152,9925,40,9152,9925,41
6663,5059,40,6663,5059,41
9099,8927,40,9099,8927,41
9152,9433,40,9152,9433,41
9152,9953,40,9152,9953,41
6663,9953,40,6663,9953,41
9646,7635,40,9646,7635,41
8775,9953,40,8775,9953,41
9152,9292,40,9152,9292,41
9512,9433,40,9512,9433,41
8775,9925,40,8775,9925,41
8890,9953,40,8890,9953,41
6663,9433,40,6663,9433,41
6663,2582,40,6663,2582,41
6663,9960,40,6663,9960,41
1892,1278,40,1892,1278,41
4031,9960,40,4031,9960,41
9152,9458,40,9152,9458,41
9512,8936,40,9512,8936,41
4031,9953,40,4031,9953,41
9167,2582,40,9167,2582,41
9152,1256,40,9152,1256,41
9167,1239,40,9167,1239,41
9518,1278,40,9518,1278,41
6663,8927,40,6663,8927,41
9167,8927,40,9167,8927,41
8068,8936,40,8068,8936,41
9167,9433,40,9167,9433,41
9167,9292,40,9167,9292,41
8068,8927,40,8068,8927,41
9178,9953,40,9178,9953,41
9152,2582,40,9152,2582,41
9646,1256,40,9646,1256,41
9646,8927,40,9646,8927,41
2186,9433,40,2186,9433,41
9167,9953,40,9167,9953,41
2616,9492,40,2616,9492,41
9117,9925,40,9117,9925,41
468,9292,40,468,9292,41
2186,5059,40,2186,5059,41
6663,9492,40,6663,9492,41
9117,8927,40,9117,8927,41
9650,1278,40,9650,1278,41
9117,9953,40,9117,9953,41
9167,1256,40,9167,1256,41
2616,1239,40,2616,1239,41
9152,6766,40,9152,6766,41
2616,8927,40,2616,8927,41
8068,9953,40,8068,9953,41
9167,5059,40,9167,5059,41
9099,9960,40,9099,9960,41
8068,9960,40,8068,9960,41
4031,1278,40,4031,1278,41
6663,9292,40,6663,9292,41
9650,8927,40,9650,8927,41
6663,1259,40,6663,1259,41
9518,5059,40,9518,5059,41
8890,1278,40,8890,1278,41
2186,8927,40,2186,8927,41
9152,120,40,9152,120,41
9178,5059,40,9178,5059,41
468,1278,40,468,1278,41
468,9433,40,468,9433,41
9152,8995,40,9152,8995,41
9152,8973,40,9152,8973,41
6334,9433,40,6334,9433,41
9512,8927,40,9512,8927,41
9152,9492,40,9152,9492,41
468,8927,40,468,8927,41
2616,1256,40,2616,1256,41
6334,5059,40,6334,5059,41
9518,8927,40,9518,8927,41
2186,9960,40,2186,9960,41
9152,7635,40,9152,7635,41
9152,8936,40,9152,8936,41
8775,8927,40,8775,8927,41
9152,8927,40,9152,8927,41
9117,5059,40,9117,5059,41
1892,8927,40,1892,8927,41
468,9953,40,468,9953,41
468,9492,40,468,9492,41
9152,2359,40,9152,2359,41
9518,9433,40,9518,9433,41
6663,1278,40,6663,1278,41
9167,9492,40,9167,9492,41
9152,8810,41,9152,8810,42
9099,1278,41,9099,1278,42
6663,8936,41,6663,8936,42
9650,9433,41,9650,9433,42
9650,1259,41,9650,1259,42
4031,8936,41,4031,8936,42
2186,1259,41,2186,1259,42
9152,5059,41,9152,5059,42
9152,9438,41,9152,9438,42
4031,9433,41,4031,9433,42
8068,9433,41,8068,9433,42
9117,8995,41,9117,8995,42
6334,8927,41,6334,8927,42
9152,1278,41,9152,1278,42
9650,9292,41,9650,9292,42
9152,1239,41,9152,1239,42
9099,9953,41,9099,9953,42
1892,9433,41,1892,9433,42
4031,8927,41,4031,8927,42
9117,1278,41,9117,1278,42
9117,9960,41,9117,9960,42
9512,1278,41,9512,1278,42
9167,1278,41,9167,1278,42
9167,1259,41,9167,1259,42
2186,8936,41,2186,8936,42
9152,9960,41,9152,9960,42
9099,9433,41,9099,9433,42
9099,5059,41,9099,5059,42
9178,8927,41,9178,8927,42
8068,1278,41,8068,1278,42
2186,1278,41,2186,1278,42
9152,9925,41,9152,9925,42
6663,5059,41,6663,5059,42
9099,8927,41,9099,8927,42
9152,9433,41,9152,9433,42
9152,9953,41,9152,9953,42
6663,9953,41,6663,9953,42
9646,7635,41,9646,7635,42
8775,9953,41,8775,9953,42
9152,9292,41,9152,9292,42
9512,9433,41,9512,9433,42
8775,9925,41,8775,9925,42
8890,9953,41,8890,9953,42
6663,9433,41,6663,9433,42
6663,2582,41,6663,2582,42
6663,9960,41,6663,9960,42
1892,1278,41,1892,1278,42
4031,9960,41,4031,9960,42
9152,9458,41,9152,9458,42
9512,8936,41,9512,8936,42
4031,9953,41,4031,9953,42
9167,2582,41,9167,2582,42
9152,1256,41,9152,1256,42
9167,1239,41,9167,1239,42
9518,1278,41,9518,1278,42
6663,8927,41,6663,8927,42
9167,8927,41,9167,8927,42
8068,8936,41,8068,8936,42
9167,9433,41,9167,9433,42
9167,9292,41,9167,9292,42
8068,8927,41,8068,8927,42
9178,9953,41,9178,9953,42
9152,2582,41,9152,2582,42
9646,1256,41,9646,1256,42
9646,8927,41,9646,8927,42
2186,9433,41,2186,9433,42
9167,9953,41,9167,9953,42
2616,9492,41,2616,9492,42
9117,9925,41,9117,9925,42
468,9292,41,468,9292,42
2186,5059,41,2186,5059,42
6663,9492,41,6663,9492,42
9117,8927,41,9117,8927,42
9650,1278,41,9650,1278,42
9117,9953,41,9117,9953,42
9167,1256,41,9167,1256,42
2616,1239,41,2616,1239,42
9152,6766,41,9152,6766,42
2616,8927,41,2616,8927,42
8068,9953,41,8068,9953,42
9167,5059,41,9167,5059,42
9099,9960,41,9099,9960,42
8068,9960,41,8068,9960,42
4031,1278,41,4031,1278,42
6663,9292,41,6663,9292,42
9650,8927,41,9650,8927,42
6663,1259,41,6663,1259,42
9518,5059,41,9518,5059,42
8890,1278,41,8890,1278,42
2186,8927,41,2186,8927,42
9152,120,41,9152,120,42
9178,5059,41,9178,5059,42
468,1278,41,468,1278,42
9152,8995,41,9152,8995,42
9152,8973,41,9152,8973,42
6334,9433,41,6334,9433,42
9512,8927,41,9512,8927,42
9152,9492,41,9152,9492,42
468,8927,41,468,8927,42
2616,1256,41,2616,1256,42
6334,5059,41,6334,5059,42
9518,8927,41,9518,8927,42
2186,9960,41,2186,9960,42
9152,7635,41,9152,7635,42
9152,8936,41,9152,8936,42
8775,8927,41,8775,8927,42
9152,8927,41,9152,8927,42
9117,5059,41,9117,5059,42
1892,8927,41,1892,8927,42
468,9953,41,468,9953,42
6663,1278,41,6663,1278,42
9167,3732,41,9167,3732,42
468,9492,41,468,9492,42
9152,2359,41,9152,2359,42
9518,9433,41,9518,9433,42
468,9433,41,468,9433,42
9167,9492,41,9167,9492,42
9152,8810,42,9152,8810,43
9099,1278,42,9099,1278,43
6663,8936,42,6663,8936,43
9650,9433,42,9650,9433,43
9650,1259,42,9650,1259,43
4031,8936,42,4031,8936,43
2186,1259,42,2186,1259,43
9152,5059,42,9152,5059,43
9152,9438,42,9152,9438,43
4031,9433,42,4031,9433,43
8068,9433,42,8068,9433,43
9117,8995,42,9117,8995,43
6334,8927,42,6334,8927,43
9152,1278,42,9152,1278,43
9650,9292,42,9650,9292,43
9152,1239,42,9152,1239,43
9099,9953,42,9099,9953,43
1892,9433,42,1892,9433,43
4031,8927,42,4031,8927,43
9117,1278,42,9117,1278,43
9117,9960,42,9117,9960,43
9512,1278,42,9512,1278,43
9167,1278,42,9167,1278,43
9167,1259,42,9167,1259,43
2186,8936,42,2186,8936,43
9152,9960,42,9152,9960,43
9099,9433,42,9099,9433,43
9099,5059,42,9099,5059,43
9178,8927,42,9178,8927,43
8068,1278,42,8068,1278,43
2186,1278,42,2186,1278,43
9152,9925,42,9152,9925,43
6663,5059,42,6663,5059,43
9099,8927,42,9099,8927,43
9152,9433,42,9152,9433,43
9152,9953,42,9152,9953,43
6663,9953,42,6663,9953,43
9646,7635,42,9646,7635,43
8775,9953,42,8775,9953,43
9152,9292,42,9152,9292,43
9512,9433,42,9512,9433,43
8775,9925,42,8775,9925,43
8890,9953,42,8890,9953,43
6663,9433,42,6663,9433,43
6663,2582,42,6663,2582,43
6663,9960,42,6663,9960,43
1892,1278,42,1892,1278,43
4031,9960,42,4031,9960,43
9152,9458,42,9152,9458,43
9512,8936,42,9512,8936,43
4031,9953,42,4031,9953,43
9167,2582,42,9167,2582,43
9152,1256,42,9152,1256,43
9167,1239,42,9167,1239,43
9518,1278,42,9518,1278,43
6663,8927,42,6663,8927,43
9167,8927,42,9167,8927,43
8068,8936,42,8068,8936,43
9167,9433,42,9167,9433,43
9167,9292,42,9167,9292,43
8068,8927,42,8068,8927,43
9178,9953,42,9178,9953,43
9152,2582,42,9152,2582,43
9646,1256,42,9646,1256,43
9646,8927,42,9646,8927,43
2186,9433,42,2186,9433,43
9167,9953,42,9167,9953,43
2616,9492,42,2616,9492,43
9117,9925,42,9117,9925,43
468,9292,42,468,9292,43
2186,5059,42,2186,5059,43
6663,9492,42,6663,9492,43
9117,8927,42,9117,8927,43
9650,1278,42,9650,1278,43
9117,9953,42,9117,9953,43
9167,1256,42,9167,1256,43
2616,1239,42,2616,1239,43
9152,6766,42,9152,6766,43
2616,8927,42,2616,8927,43
8068,9953,42,8068,9953,43
9167,5059,42,9167,5059,43
9099,9960,42,9099,9960,43
8068,9960,42,8068,9960,43
4031,1278,42,4031,1278,43
6663,9292,42,6663,9292,43
9650,8927,42,9650,8927,43
6663,1259,42,6663,1259,43
9518,5059,42,9518,5059,43
8890,1278,42,8890,1278,43
2186,8927,42,2186,8927,43
9152,120,42,9152,120,43
9178,5059,42,9178,5059,43
468,1278,42,468,1278,43
468,9433,42,468,9433,43
9152,8995,42,9152,8995,43
9152,8973,42,9152,8973,43
6334,9433,42,6334,9433,43
9512,8927,42,9512,8927,43
9152,9492,42,9152,9492,43
468,8927,42,468,8927,43
2616,1256,42,2616,1256,43
6334,5059,42,6334,5059,43
9518,8927,42,9518,8927,43
2186,9960,42,2186,9960,43
9152,7635,42,9152,7635,43
9152,8936,42,9152,8936,43
8775,8927,42,8775,8927,43
9152,8927,42,9152,8927,43
9117,5059,42,9117,5059,43
1892,8927,42,1892,8927,43
7699,1256,42,7699,1256,43
468,9953,42,468,9953,43
9167,3732,42,9167,3732,43
468,9492,42,468,9492,43
9152,2359,42,9152,2359,43
9518,9433,42,9518,9433,43
6663,1278,42,6663,1278,43
9167,9492,42,9167,9492,43
9152,8810,43,9152,8810,44
9099,1278,43,9099,1278,44
6663,8936,43,6663,8936,44
9650,9433,43,9650,9433,44
9650,1259,43,9650,1259,44
4031,8936,43,4031,8936,44
2186,1259,43,2186,1259,44
9152,5059,43,9152,5059,44
9152,9438,43,9152,9438,44
4031,9433,43,4031,9433,44
8068,9433,43,8068,9433,44
9117,8995,43,9117,8995,44
6334,8927,43,6334,8927,44
9152,1278,43,9152,1278,44
9650,9292,43,9650,9292,44
9152,1239,43,9152,1239,44
9099,9953,43,9099,9953,44
1892,9433,43,1892,9433,44
4031,8927,43,4031,8927,44
9117,1278,43,9117,1278,44
9117,9960,43,9117,9960,44
9512,1278,43,9512,1278,44
9167,1278,43,9167,1278,44
9150,5059,43,9150,5059,44
9167,1259,43,9167,1259,44
2186,8936,43,2186,8936,44
9152,9960,43,9152,9960,44
9099,9433,43,9099,9433,44
9099,5059,43,9099,5059,44
9178,8927,43,9178,8927,44
8068,1278,43,8068,1278,44
2186,1278,43,2186,1278,44
9152,9925,43,9152,9925,44
6663,5059,43,6663,5059,44
9099,8927,43,9099,8927,44
9152,9433,43,9152,9433,44
9152,9953,43,9152,9953,44
6663,9953,43,6663,9953,44
9646,7635,43,9646,7635,44
8775,9953,43,8775,9953,44
9152,9292,43,9152,9292,44
9512,9433,43,9512,9433,44
8775,9925,43,8775,9925,44
8890,9953,43,8890,9953,44
6663,9433,43,6663,9433,44
6663,2582,43,6663,2582,44
6663,9960,43,6663,9960,44
1892,1278,43,1892,1278,44
4031,9960,43,4031,9960,44
9152,9458,43,9152,9458,44
9512,8936,43,9512,8936,44
4031,9953,43,4031,9953,44
9167,2582,43,9167,2582,44
9152,1256,43,9152,1256,44
9167,1239,43,9167,1239,44
9518,1278,43,9518,1278,44
6663,8927,43,6663,8927,44
9167,8927,43,9167,8927,44
8068,8936,43,8068,8936,44
9150,9438,43,9150,9438,44
9167,9433,43,9167,9433,44
9150,9925,43,9150,9925,44
9167,9292,43,9167,9292,44
8068,8927,43,8068,8927,44
9178,9953,43,9178,9953,44
9152,2582,43,9152,2582,44
9646,1256,43,9646,1256,44
9646,8927,43,9646,8927,44
2186,9433,43,2186,9433,44
9167,9953,43,9167,9953,44
2616,9492,43,2616,9492,44
9117,9925,43,9117,9925,44
468,9292,43,468,9292,44
2186,5059,43,2186,5059,44
6663,9492,43,6663,9492,44
9150,9433,43,9150,9433,44
9117,8927,43,9117,8927,44
9150,120,43,9150,120,44
9650,1278,43,9650,1278,44
9117,9953,43,9117,9953,44
9167,1256,43,9167,1256,44
2616,1239,43,2616,1239,44
9152,6766,43,9152,6766,44
2616,8927,43,2616,8927,44
8068,9953,43,8068,9953,44
9167,5059,43,9167,5059,44
9099,9960,43,9099,9960,44
8068,9960,43,8068,9960,44
4031,1278,43,4031,1278,44
6663,9292,43,6663,9292,44
9150,8927,43,9150,8927,44
9650,8927,43,9650,8927,44
6663,1259,43,6663,1259,44
9518,5059,43,9518,5059,44
8890,1278,43,8890,1278,44
2186,8927,43,2186,8927,44
9150,9960,43,9150,9960,44
9150,9953,43,9150,9953,44
9152,120,43,9152,120,44
9178,5059,43,9178,5059,44
468,1278,43,468,1278,44
9150,1278,43,9150,1278,44
9152,8995,43,9152,8995,44
9152,8973,43,9152,8973,44
6334,9433,43,6334,9433,44
9150,8995,43,9150,8995,44
9512,8927,43,9512,8927,44
9152,9492,43,9152,9492,44
468,8927,43,468,8927,44
2616,1256,43,2616,1256,44
6334,5059,43,6334,5059,44
9518,8927,43,9518,8927,44
2186,9960,43,2186,9960,44
9152,7635,43,9152,7635,44
9152,8936,43,9152,8936,44
8775,8927,43,8775,8927,44
9152,8927,43,9152,8927,44
9117,5059,43,9117,5059,44
1892,8927,43,1892,8927,44
7699,1256,43,7699,1256,44
468,9953,43,468,9953,44
6663,1278,43,6663,1278,44
9167,3732,43,9167,3732,44
468,9492,43,468,9492,44
9152,2359,43,9152,2359,44
9518,9433,43,9518,9433,44
468,9433,43,468,9433,44
9167,9492,43,9167,9492,44
9152,8810,44,9152,8810,45
9099,1278,44,9099,1278,45
6663,8936,44,6663,8936,45
4004,8927,44,4004,8927,45
9650,9433,44,9650,9433,45
9650,1259,44,9650,1259,45
4031,8936,44,4031,8936,45
2186,1259,44,2186,1259,45
9152,5059,44,9152,5059,45
9152,9438,44,9152,9438,45
4031,9433,44,4031,9433,45
8068,9433,44,8068,9433,45
9117,8995,44,9117,8995,45
6334,8927,44,6334,8927,45
9152,1278,44,9152,1278,45
9650,9292,44,9650,9292,45
9152,1239,44,9152,1239,45
9099,9953,44,9099,9953,45
1892,9433,44,1892,9433,45
4031,8927,44,4031,8927,45
9117,1278,44,9117,1278,45
9117,9960,44,9117,9960,45
9512,1278,44,9512,1278,45
9167,1278,44,9167,1278,45
9150,5059,44,9150,5059,45
9167,1259,44,9167,1259,45
2186,8936,44,2186,8936,45
9152,9960,44,9152,9960,45
9099,9433,44,9099,9433,45
9099,5059,44,9099,5059,45
9178,8927,44,9178,8927,45
8068,1278,44,8068,1278,45
2186,1278,44,2186,1278,45
9152,9925,44,9152,9925,45
6663,5059,44,6663,5059,45
9099,8927,44,9099,8927,45
9152,9433,44,9152,9433,45
9152,9953,44,9152,9953,45
6663,9953,44,6663,9953,45
9646,7635,44,9646,7635,45
8775,9953,44,8775,9953,45
9152,9292,44,9152,9292,45
9512,9433,44,9512,9433,45
8775,9925,44,8775,9925,45
8890,9953,44,8890,9953,45
6663,9433,44,6663,9433,45
6663,2582,44,6663,2582,45
6663,9960,44,6663,9960,45
1892,1278,44,1892,1278,45
4031,9960,44,4031,9960,45
9152,9458,44,9152,9458,45
9512,8936,44,9512,8936,45
4031,9953,44,4031,9953,45
9167,2582,44,9167,2582,45
9152,1256,44,9152,1256,45
9167,1239,44,9167,1239,45
9518,1278,44,9518,1278,45
6663,8927,44,6663,8927,45
9167,8927,44,9167,8927,45
8068,8936,44,8068,8936,45
9150,9438,44,9150,9438,45
9167,9433,44,9167,9433,45
4004,5059,44,4004,5059,45
9150,9925,44,9150,9925,45
9167,9292,44,9167,9292,45
8068,8927,44,8068,8927,45
9178,9953,44,9178,9953,45
4004,9953,44,4004,9953,45
9152,2582,44,9152,2582,45
9646,1256,44,9646,1256,45
9646,8927,44,9646,8927,45
2186,9433,44,2186,9433,45
9167,9953,44,9167,9953,45
2616,9492,44,2616,9492,45
4004,9433,44,4004,9433,45
9117,9925,44,9117,9925,45
468,9292,44,468,9292,45
2186,5059,44,2186,5059,45
6663,9492,44,6663,9492,45
9150,9433,44,9150,9433,45
4004,1278,44,4004,1278,45
9117,8927,44,9117,8927,45
9150,120,44,9150,120,45
9650,1278,44,9650,1278,45
9117,9953,44,9117,9953,45
9167,1256,44,9167,1256,45
2616,1239,44,2616,1239,45
9152,6766,44,9152,6766,45
2616,8927,44,2616,8927,45
8068,9953,44,8068,9953,45
9167,5059,44,9167,5059,45
9099,9960,44,9099,9960,45
8068,9960,44,8068,9960,45
4031,1278,44,4031,1278,45
6663,9292,44,6663,9292,45
4004,9960,44,4004,9960,45
9150,8927,44,9150,8927,45
9650,8927,44,9650,8927,45
6663,1259,44,6663,1259,45
9518,5059,44,9518,5059,45
8890,1278,44,8890,1278,45
2186,8927,44,2186,8927,45
9150,9960,44,9150,9960,45
9150,9953,44,9150,9953,45
9152,120,44,9152,120,45
9178,5059,44,9178,5059,45
468,1278,44,468,1278,45
468,9433,44,468,9433,45
9150,1278,44,9150,1278,45
9152,8995,44,9152,8995,45
9152,8973,44,9152,8973,45
6334,9433,44,6334,9433,45
9150,8995,44,9150,8995,45
9512,8927,44,9512,8927,45
9152,9492,44,9152,9492,45
468,8927,44,468,8927,45
2616,1256,44,2616,1256,45
6334,5059,44,6334,5059,45
9518,8927,44,9518,8927,45
2186,9960,44,2186,9960,45
9152,7635,44,9152,7635,45
9152,8936,44,9152,8936,45
8775,8927,44,8775,8927,45
9152,8927,44,9152,8927,45
9117,5059,44,9117,5059,45
1892,8927,44,1892,8927,45
7699,1256,44,7699,1256,45
468,9953,44,468,9953,45
9167,3732,44,9167,3732,45
468,9492,44,468,9492,45
9152,2359,44,9152,2359,45
9518,9433,44,9518,9433,45
6663,1278,44,6663,1278,45
9167,9492,44,9167,9492,45
9152,8810,45,9152,8810,46
9099,1278,45,9099,1278,46
727,5059,45,727,5059,46
6663,8936,45,6663,8936,46
4004,8927,45,4004,8927,46
9650,9433,45,9650,9433,46
9650,1259,45,9650,1259,46
4031,8936,45,4031,8936,46
2186,1259,45,2186,1259,46
9152,5059,45,9152,5059,46
9152,9438,45,9152,9438,46
4031,9433,45,4031,9433,46
8068,9433,45,8068,9433,46
9117,8995,45,9117,8995,46
6334,8927,45,6334,8927,46
9152,1278,45,9152,1278,46
9650,9292,45,9650,9292,46
9152,1239,45,9152,1239,46
9099,9953,45,9099,9953,46
1892,9433,45,1892,9433,46
4031,8927,45,4031,8927,46
9117,1278,45,9117,1278,46
9117,9960,45,9117,9960,46
9512,1278,45,9512,1278,46
9167,1278,45,9167,1278,46
9150,5059,45,9150,5059,46
9167,1259,45,9167,1259,46
2186,8936,45,2186,8936,46
9152,9960,45,9152,9960,46
9099,9433,45,9099,9433,46
9099,5059,45,9099,5059,46
9178,8927,45,9178,8927,46
8068,1278,45,8068,1278,46
2186,1278,45,2186,1278,46
9152,9925,45,9152,9925,46
6663,5059,45,6663,5059,46
9099,8927,45,9099,8927,46
9152,9433,45,9152,9433,46
9152,9953,45,9152,9953,46
6663,9953,45,6663,9953,46
9646,7635,45,9646,7635,46
8775,9953,45,8775,9953,46
727,9433,45,727,9433,46
9152,9292,45,9152,9292,46
9512,9433,45,9512,9433,46
8775,9925,45,8775,9925,46
8890,9953,45,8890,9953,46
6663,9433,45,6663,9433,46
6663,2582,45,6663,2582,46
6663,9960,45,6663,9960,46
1892,1278,45,1892,1278,46
4031,9960,45,4031,9960,46
9152,9458,45,9152,9458,46
9512,8936,45,9512,8936,46
4031,9953,45,4031,9953,46
9167,2582,45,9167,2582,46
9152,1256,45,9152,1256,46
9167,1239,45,9167,1239,46
9518,1278,45,9518,1278,46
6663,8927,45,6663,8927,46
9167,8927,45,9167,8927,46
8068,8936,45,8068,8936,46
9150,9438,45,9150,9438,46
9167,9433,45,9167,9433,46
4004,5059,45,4004,5059,46
9150,9925,45,9150,9925,46
9167,9292,45,9167,9292,46
8068,8927,45,8068,8927,46
9178,9953,45,9178,9953,46
4004,9953,45,4004,9953,46
9152,2582,45,9152,2582,46
9646,1256,45,9646,1256,46
9646,8927,45,9646,8927,46
2186,9433,45,2186,9433,46
727,8927,45,727,8927,46
9167,9953,45,9167,9953,46
2616,9492,45,2616,9492,46
4004,9433,45,4004,9433,46
9117,9925,45,9117,9925,46
468,9292,45,468,9292,46
2186,5059,45,2186,5059,46
6663,9492,45,6663,9492,46
9150,9433,45,9150,9433,46
4004,1278,45,4004,1278,46
9117,8927,45,9117,8927,46
9150,120,45,9150,120,46
9650,1278,45,9650,1278,46
9117,9953,45,9117,9953,46
9167,1256,45,9167,1256,46
2616,1239,45,2616,1239,46
9152,6766,45,9152,6766,46
2616,8927,45,2616,8927,46
8068,9953,45,8068,9953,46
9167,5059,45,9167,5059,46
9099,9960,45,9099,9960,46
8068,9960,45,8068,9960,46
4031,1278,45,4031,1278,46
6663,9292,45,6663,9292,46
4004,9960,45,4004,9960,46
9150,8927,45,9150,8927,46
9650,8927,45,9650,8927,46
6663,1259,45,6663,1259,46
9518,5059,45,9518,5059,46
8890,1278,45,8890,1278,46
2186,8927,45,2186,8927,46
9150,9960,45,9150,9960,46
9150,9953,45,9150,9953,46
9152,120,45,9152,120,46
9178,5059,45,9178,5059,46
468,1278,45,468,1278,46
9150,1278,45,9150,1278,46
727,9492,45,727,9492,46
9152,8995,45,9152,8995,46
9152,8973,45,9152,8973,46
6334,9433,45,6334,9433,46
9150,8995,45,9150,8995,46
9512,8927,45,9512,8927,46
9152,9492,45,9152,9492,46
468,8927,45,468,8927,46
2616,1256,45,2616,1256,46
6334,5059,45,6334,5059,46
9518,8927,45,9518,8927,46
2186,9960,45,2186,9960,46
9152,7635,45,9152,7635,46
9152,8936,45,9152,8936,46
8775,8927,45,8775,8927,46
9152,8927,45,9152,8927,46
9117,5059,45,9117,5059,46
1892,8927,45,1892,8927,46
7699,1256,45,7699,1256,46
468,9953,45,468,9953,46
6663,1278,45,6663,1278,46
9167,3732,45,9167,3732,46
468,9492,45,468,9492,46
9152,2359,45,9152,2359,46
9518,9433,45,9518,9433,46
468,9433,45,468,9433,46
9167,9492,45,9167,9492,46
9152,8810,46,9152,8810,47
9099,1278,46,9099,1278,47
727,5059,46,727,5059,47
6663,8936,46,6663,8936,47
4004,8927,46,4004,8927,47
9152,3411,46,9152,3411,47
9650,9433,46,9650,9433,47
9650,1259,46,9650,1259,47
4031,8936,46,4031,8936,47
2186,1259,46,2186,1259,47
9152,5059,46,9152,5059,47
9152,9438,46,9152,9438,47
4031,9433,46,4031,9433,47
8068,9433,46,8068,9433,47
9117,8995,46,9117,8995,47
6334,8927,46,6334,8927,47
9152,1278,46,9152,1278,47
9650,9292,46,9650,9292,47
9152,1239,46,9152,1239,47
9099,9953,46,9099,9953,47
1892,9433,46,1892,9433,47
4031,8927,46,4031,8927,47
9117,1278,46,9117,1278,47
9117,9960,46,9117,9960,47
9512,1278,46,9512,1278,47
9167,1278,46,9167,1278,47
9150,5059,46,9150,5059,47
9167,1259,46,9167,1259,47
2186,8936,46,2186,8936,47
9152,9960,46,9152,9960,47
9099,9433,46,9099,9433,47
9099,5059,46,9099,5059,47
9178,8927,46,9178,8927,47
8068,1278,46,8068,1278,47
2186,1278,46,2186,1278,47
9152,9925,46,9152,9925,47
6663,5059,46,6663,5059,47
9099,8927,46,9099,8927,47
9152,9433,46,9152,9433,47
9152,9953,46,9152,9953,47
6663,9953,46,6663,9953,47
9646,7635,46,9646,7635,47
8775,9953,46,8775,9953,47
727,9433,46,727,9433,47
9152,9292,46,9152,9292,47
9512,9433,46,9512,9433,47
8775,9925,46,8775,9925,47
8890,9953,46,8890,9953,47
6663,9433,46,6663,9433,47
6663,2582,46,6663,2582,47
6663,9960,46,6663,9960,47
1892,1278,46,1892,1278,47
4031,9960,46,4031,9960,47
9152,9458,46,9152,9458,47
9512,8936,46,9512,8936,47
4031,9953,46,4031,9953,47
9167,2582,46,9167,2582,47
9152,1256,46,9152,1256,47
9167,1239,46,9167,1239,47
9518,1278,46,9518,1278,47
6663,8927,46,6663,8927,47
9167,8927,46,9167,8927,47
8068,8936,46,8068,8936,47
9150,9438,46,9150,9438,47
9167,9433,46,9167,9433,47
4004,5059,46,4004,5059,47
9150,9925,46,9150,9925,47
9167,9292,46,9167,9292,47
8068,8927,46,8068,8927,47
9178,9953,46,9178,9953,47
4004,9953,46,4004,9953,47
9152,2582,46,9152,2582,47
9646,1256,46,9646,1256,47
9646,8927,46,9646,8927,47
2186,9433,46,2186,9433,47
727,8927,46,727,8927,47
9167,9953,46,9167,9953,47
2616,9492,46,2616,9492,47
4004,9433,46,4004,9433,47
9117,9925,46,9117,9925,47
468,9292,46,468,9292,47
6663,9492,46,6663,9492,47
2186,5059,46,2186,5059,47
9150,9433,46,9150,9433,47
4004,1278,46,4004,1278,47
9117,8927,46,9117,8927,47
9150,120,46,9150,120,47
9650,1278,46,9650,1278,47
9117,9953,46,9117,9953,47
9167,1256,46,9167,1256,47
2616,3411,46,2616,3411,47
2616,1239,46,2616,1239,47
9152,6766,46,9152,6766,47
2616,8927,46,2616,8927,47
8068,9953,46,8068,9953,47
9167,5059,46,9167,5059,47
